video_id,video_url,title,upload_datetime,view_count,like_count,comment_count,tags,guest_type,topic_category,format_type,View_Count_Log,Estimated_Income_INR,duration,Title_Length,Description_Length,upload_hour,upload_dow,Days_Since_Published,guest_type_Diplomat,guest_type_Military_Veteran,guest_type_Other,guest_type_Politician,topic_category_Defense_Analysis,topic_category_Foreign_Policy,topic_category_General,topic_category_Geopolitics,topic_category_Internal_Affairs,format_type_Interview,format_type_Monologue_Explainer,format_type_Panel_Discussion
Q9jk20jKL00,https://www.youtube.com/watch?v=Q9jk20jKL00,Imran Khan Loves TTP | Ep 170 | The Chanakya Dialogues | Major Gaurav Arya,12-01-2023,339502,24563,1500,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""Major Gaurav Arya Channel"", ""CFTV Channel"", ""major gaurav arya"", ""major gaurav arya channel"", ""india pakistan news""]",Military_Veteran,General,Interview,12.73523806,40740.24,1520,74,843,0,3,948,0,1,0,0,0,0,1,0,0,1,0,0
y39A6r37ZIc,https://www.youtube.com/watch?v=y39A6r37ZIc,India Gets Ready to Buy Helena Missiles | Ep 169 | The Chanakya Dialogues | Major Gaurav Arya,11-01-2023,405688,30272,1400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel"", ""major gaurav arya"", ""major gauray arya channel"", ""india foreign affairs""]",Military_Veteran,Defense_Analysis,Interview,12.91334214,48682.56,1434,93,723,0,2,949,0,1,0,0,1,0,0,0,0,1,0,0
6Ajfjc7QyiY,https://www.youtube.com/watch?v=6Ajfjc7QyiY,Former Pak Minister Humiliates Pakistan | Ep 168 | The Chanakya Dialogues | Major Gaurav Arya,10-01-2023,400168,33016,2300,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Geopolitics,Interview,12.89964224,48020.16,1303,93,868,0,1,950,0,1,0,0,0,0,0,1,0,1,0,0
ms1mLUcGk-A,https://www.youtube.com/watch?v=ms1mLUcGk-A,Balochistan Runs Out of Food | Ep 167 | The Chanakya Dialogues | Major Gaurav Arya,09-01-2023,482457,39213,2200,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Foreign_Policy,Interview,13.08664915,57894.84,1193,82,713,0,0,951,0,1,0,0,0,1,0,0,0,1,0,0
3bSF6rSgYdE,https://www.youtube.com/watch?v=3bSF6rSgYdE,Pakistan Seeks Debt Forgiveness | Ep 166 | The Chanakya Dialogues | Major Gaurav Arya,08-01-2023,559358,39274,2700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Geopolitics,Interview,13.23454676,67122.96,1187,85,715,0,6,952,0,1,0,0,0,0,0,1,0,1,0,0
pfCwI6HQzOA,https://www.youtube.com/watch?v=pfCwI6HQzOA,IMF Chief Refuses to Meet Shahbaz Sharif | Ep 165 | The Chanakya Dialogues | Major Gaurav Arya,07-01-2023,470371,32995,1800,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,General,Interview,13.06127915,56444.52,1303,94,724,0,5,953,0,1,0,0,0,0,1,0,0,1,0,0
G1ryKLXZBIM,https://www.youtube.com/watch?v=G1ryKLXZBIM,Sycophant Pakistan Wants Nobel for Erdogan | Ep 164 | The Chanakya Dialogues | Major Gaurav Arya,06-01-2023,419977,28220,1400,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Geopolitics,Interview,12.94795761,50397.24,1435,96,808,0,4,954,0,1,0,0,0,0,0,1,0,1,0,0
rKkcsyC5lPE,https://www.youtube.com/watch?v=rKkcsyC5lPE,"TTP Kills ISI Spy, Sends Message | Ep 163 | The Chanakya Dialogues | Major Gaurav Arya",05-01-2023,484383,35649,1700,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,General,Interview,13.09063326,58125.96,1180,86,716,0,3,955,0,1,0,0,0,0,1,0,0,1,0,0
m5zFFguFKM8,https://www.youtube.com/watch?v=m5zFFguFKM8,"Terrorists Attack Punjab, the Heart of Pakistan | Ep162 | The Chanakya Dialogues | Major Gaurav Arya",04-01-2023,538527,39095,2000,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Geopolitics,Interview,13.19659477,64623.24,1137,100,731,0,2,956,0,1,0,0,0,0,0,1,0,1,0,0
PGq98QFXZDc,https://www.youtube.com/watch?v=PGq98QFXZDc,"Taliban Threatens Pakistan, Says Will Repeat 1971 | Ep 161 | TCD | Major Gaurav Arya",03-01-2023,510856,38137,2500,"[""Chanakya Dialogues"", ""Gaurav Arya"", ""Chanakya Forum"", ""Major Gaurav Arya"", ""India Foreign Affairs"", ""GeoPolitics News"", ""ForeignAffairsNews"", ""India News"", ""India Pakistan News"", ""Indo-Pak"", ""Major Gauray Arya Channel"", ""CFTV Channel""]",Military_Veteran,Geopolitics,Interview,13.14384499,61302.72,1433,84,733,0,1,957,0,1,0,0,0,0,0,1,0,1,0,0
