video_id,video_url,title,upload_datetime,view_count,like_count,comment_count,tags,guest_type,topic_category,format_type,View_Count_Log,Estimated_Income_INR,duration,Title_Length,Description_Length,upload_hour,upload_dow,Days_Since_Published,guest_type_Diplomat,guest_type_Military_Veteran,guest_type_Other,guest_type_Politician,topic_category_Defense_Analysis,topic_category_Foreign_Policy,topic_category_General,topic_category_Geopolitics,topic_category_Internal_Affairs,format_type_Interview,format_type_Monologue_Explainer,format_type_Panel_Discussion
IWEfACRyWRw,https://www.youtube.com/watch?v=IWEfACRyWRw,Is China border deal huge victory for India? | The Chanakya Dialogues | Major Gaurav Arya,24-10-2024,1500873,64835,3100,"[""BRICS Summit"", ""Brics Summit 2024"", ""Brics 2024"", ""Modi meets Xijingping"", ""Narendra Modi"", ""Xi Jinping"", ""Modi Xi Meeting"", ""Modi Xi Jingping Meet in BRICS"", ""Modi Xi Meeting Brics"", ""Modi Xi border talks"", ""Modi Xi border Tensions"", ""India China Border Fight"", ""India China Border Talks"", ""China India Border Tensions"", ""Brics Summit Modi Xi"", ""Modi Xi Jinping Meet"", ""India China Border Tensions"", ""India China Border Agreement"", ""PM Modi Xi Jingping Agreement"", ""Major Gaurav Arya"", ""The Chanakya Dialogues""]",Military_Veteran,Geopolitics,Interview,14.22155816,180104.76,1629,89,1888,0,3,297,0,1,0,0,0,0,0,1,0,1,0,0
yZQtjgw_DFk,https://www.youtube.com/watch?v=yZQtjgw_DFk,US THAAD System's Role in Countering Iran | The Chanakya Dialogues | Major Gaurav Arya,14-10-2024,1020512,53714,2300,"[""Israel vs iran"", ""iran vs israel"", ""israel vs hamas"", ""israel vs hezbollah"", ""israel cyber attack on iran"", ""iran nuclear weapon"", ""thaad"", ""thaad missile system"", ""iran thaad"", ""Ali Khamenei"", ""Benjamin Netanyahu"", ""joe biden"", ""us israel relations"", ""iran israel conflict"", ""iran missile attack on israel"", ""israel attack on iran"", ""major gaurav arya"", ""major gaurav arya new video"", ""chanakya dialogues new video"", ""major gaurav arya on iran"", ""Major Guarav Arya"", ""Chanakya Dialogues"", ""the chanakya dialogues"", ""tcd""]",Military_Veteran,Foreign_Policy,Interview,13.835816,122461.44,1098,86,1630,0,0,307,0,1,0,0,0,1,0,0,0,1,0,0
i64isIOaQUk,https://www.youtube.com/watch?v=i64isIOaQUk,90% of Beggars Caught Abroad Are from Pakistan | The Chanakya Dialogues Major Gaurav Arya |,27-09-2024,98289,7851,612,"[""Saudi Arabia Warns Pakistan"", ""FIA"", ""Pakistani Pilgrims"", ""Umrah Act"", ""Umrah Visas"", ""Pilgrim Visas"", ""Turkey India Relations"", ""Turkey President Erdogan"", ""Jammu Kashmir"", ""Article 370"", ""India Pakistan Relations"", ""UNGA"", ""Indo Pak Conflict"", ""UN Resolution"", ""Erdogan not mention Kashmir"", ""BRICS"", ""IORA"", ""ASEAN"", ""Pakistan PM Shehbaz Sharif"", ""Palestine"", ""Islamophobia"", ""S Jaishankar"", ""Major Gaurav Arya"", ""The Chanakya Dialogues"", ""major gaurav arya on pakistan"", ""gaurav arya new video"", ""chanakya dialogues new video""]",Diplomat,Geopolitics,Interview,11.49567757,11794.68,380,91,1636,0,4,324,1,0,0,0,0,0,0,1,0,1,0,0
jzKQPbRVYMY,https://www.youtube.com/watch?v=jzKQPbRVYMY,Quad Summit: President Biden Says China is Testing us | The Chanakya Dialogues Major Gaurav Arya |,23-09-2024,162356,7744,275,"[""indian defence expert major gaurav arya"", ""famous defence person in india major gaurav arya"", ""defence expert major gaurav arya"", ""top indian army expert major gaurav arya"", ""indian defence analyst major gaurav arya"", ""narendra modi us visit"", ""pm modi us visit"", ""pm modi meeting with joe biden"", ""pm modi in us"", ""pm modi"", ""pm narendra modi"", ""pm modi speech"", ""modi in usa"", ""pm modi us visit in june"", ""pm modi to visit to us"", ""pm modi speech latest"", ""china india relations"", ""the chanakya dialogues""]",Military_Veteran,Geopolitics,Interview,11.99755289,19482.72,321,98,1975,0,0,328,0,1,0,0,0,0,0,1,0,1,0,0
3hKUkUJhPtE,https://www.youtube.com/watch?v=3hKUkUJhPtE,Zelenskyy does not want the war to stop | The Chanakya Dialogues Major Gaurav Arya |,25-08-2024,1048475,61301,4000,"[""defence expert major gaurav arya"", ""indian defence analyst major gaurav arya"", ""pm modi’s ukraine visit"", ""rail force one"", ""modi in ukraine"", ""volodymyr zelenskyy"", ""ukraine russia war"", ""pm modi"", ""eam s jaishankar"", ""ukraine russia conflict"", ""pakistan usa"", ""ukraine government"", ""pm modi visit to kyiv"", ""zelensky on india"", ""indian russia"", ""modi meet putin"", ""peace summit"", ""ukraine india bilateral trade"", ""modi meet zelenskyy"", ""usa"", ""biden"", ""the chanakya dialogues"", ""major gaurav arya"", ""us funds ukraine""]",Diplomat,General,Interview,13.86284824,125817.0,998,84,2128,0,6,357,1,0,0,0,0,0,1,0,0,1,0,0
q99zhArnyTM,https://www.youtube.com/watch?v=q99zhArnyTM,J&K DGP Exposes Nexus Between Politicians & Militants| The Chanakya Dialogues with Major Gaurav Arya,17-07-2024,1337838,57459,3500,"[""Chanakya Dialogues"", ""Major Gaurav Arya"", ""The Chanakya Dialogues Hindi"", ""Major Gaurav Arya Reaction"", ""doda encounter"", ""doda encounter today"", ""army jawan killed in doda encounter"", ""terror attack in jammu and kashmir"", ""jammu kashmir doda encounter"", ""4 army jawans killed in j-k encounter"", ""terror attack in jammu"", ""omar abdullah"", ""altaf bukhari"", ""j&k terrorism"", ""jammu kashmir"", ""mehbooba mufti"", ""pakistan"", ""jamiat-i-islami"", ""peoples democratic party"", ""former chief minister of j&k"", ""mufti criticises swain""]",Military_Veteran,General,Interview,14.10656618,160540.56,1925,100,1816,0,2,396,0,1,0,0,0,0,1,0,0,1,0,0
Fgf72icc8Nw,https://www.youtube.com/watch?v=Fgf72icc8Nw,"Reality Behind Agniveer, Indian Army truth | The Chanakya Dialogues Major Gaurav Arya |",05-07-2024,931821,44753,6800,"[""agniveer scheme protest"", ""agniveer yojana"", ""agniveer"", ""rahul gandhi on agniveer"", ""Agniveer Ajay Kumar"", ""Homage to Agniveer Ajay Kumar"", ""Rahul Gandhi on Ajay Kumar"", ""Major Gaurav Arya"", ""The Chanakya Dialogues"", ""chanakya dialogue video"", ""agniveer ajay kumar family"", ""rahul gandhi in lok sabha"", ""agnipath"", ""pm modi"", ""agnipath scheme"", ""major gaurav arya on agniveer"", ""agnipath major gaurav arya"", ""agniveer major gaurav arya"", ""major gaurav arya rahul gandhi"", ""rahul gandhi agniveer"", ""the chanakya dialogues""]",Military_Veteran,Defense_Analysis,Interview,13.74489709,111818.52,2220,87,1810,0,4,408,0,1,0,0,1,0,0,0,0,1,0,0
Hb3NnNCWFco,https://www.youtube.com/watch?v=Hb3NnNCWFco,NET & NEET Paper Leak: A Big Question on Education System | The Chanakya Dialogues Major Gaurav Arya,23-06-2024,94054,7814,753,"[""Chanakya Dialogues"", ""Major Gaurav Arya"", ""The Chanakya Dialogues Hindi"", ""Major Gaurav Arya Reaction"", ""neet 2024"", ""neet paper leak"", ""neet paper leak 2024"", ""neet exam 2024"", ""neet 2024 latest update"", ""neet ug result 2024"", ""neet result 2024"", ""neet ug 2024 paper leak"", ""neet"", ""ugc net exam"", ""neet 2024 result scam"", ""supreme court on neet 2024"", ""ugc net 2024"", ""neet case update live"", ""neet paper leak 2024 news"", ""neet update"", ""neet exam"", ""neet exam update"", ""neet ug 2024"", ""ugc net exam cancelled news"", ""tcd""]",Military_Veteran,General,Interview,11.451635,11286.48,1268,100,1510,0,6,420,0,1,0,0,0,0,1,0,0,1,0,0
K2KeeQ0XjZE,https://www.youtube.com/watch?v=K2KeeQ0XjZE,Iranian President Ebrahim Raisi Demise in Helicopter Crash | Conspiracy? | Major Gaurav Arya |,20-05-2024,709595,56935,3100,"[""Ebrahim"", ""Ebrahim Raisi"", ""Helicopter Crash"", ""Ebrahim Raisi Accident"", ""Ebrahim Raisi Latest News"", ""Ebrahim Raisi Dies"", ""ebrahim raisi death"", ""ebrahim raisi iran"", ""Ebrahim raisi death news"", ""ebrahim raisi helicopter crash"", ""iran president helicopter crash"", ""PM Modi condemns on raisi death"", ""Iran Foreign Minister"", ""Hossein Amirabdollahian"", ""Ibrahim Raisi"", ""Iranian President Ebrahim Raisi Dies"", ""Major Gaurav Arya"", ""chanakya dialogues"", ""the chanakya dialogues hindi"", ""tcd hindi"", ""chanakyaforum""]",Military_Veteran,General,Interview,13.47245107,85151.4,1526,94,2087,0,0,454,0,1,0,0,0,0,1,0,0,1,0,0
KRx_u6fy8vY,https://www.youtube.com/watch?v=KRx_u6fy8vY,Dubai Unlocked: Report Card of Pakistani A-class | The Chanakya Dialogues With Major Gaurav Arya,16-05-2024,329682,20997,836,"[""Dubai Unlocked"", ""dubai leaks"", ""illegal properties by pakistani"", ""parvez musharraf"", ""asif ali zardari"", ""indian army"", ""pakistani army"", ""Dubai unlocked"", ""Major Gaurav Arya"", ""The Chanakya Dialogues"", ""major gaurav arya channel"", ""global financial hub"", ""the chanakya dialogues hindi"", ""major gaurav arya latest"", ""chanakya dialogues with major gaurav arya"", ""dubai property leaks 2024"", ""shady property owners dubai"", ""dubai financers terror"", ""neeraj chopra"", ""France Protests"", ""swati maliwal"", ""arvind kejriwal""]",Military_Veteran,Geopolitics,Interview,12.70588687,39561.84,1224,96,1994,0,3,458,0,1,0,0,0,0,0,1,0,1,0,0
