video_id,video_url,title,upload_datetime,view_count,like_count,comment_count,tags,guest_type,topic_category,format_type,View_Count_Log,Estimated_Income_INR,duration,Title_Length,Description_Length,upload_hour,upload_dow,Days_Since_Published,guest_type_Diplomat,guest_type_Military_Veteran,guest_type_Other,guest_type_Politician,topic_category_Defense_Analysis,topic_category_Foreign_Policy,topic_category_General,topic_category_Geopolitics,topic_category_Internal_Affairs,format_type_Interview,format_type_Monologue_Explainer,format_type_Panel_Discussion
V0JDSzMGdoA,https://www.youtube.com/watch?v=V0JDSzMGdoA,Kuwait's Highest Honor for PM Modi: A Diplomatic Triumph | The Chanakya Dialogues Major Gaurav Arya,23-12-2024,722774,41350,1500,"[""India-Kuwait Relations"", ""India-Kuwait Strategic Partnership"", ""PM Modi Kuwait Visit"", ""Kuwait honored PM Modi"", ""The Order of mubarak Al-kabeer"", ""Oil Export of Kuwait"", ""India China Relations"", ""US India Relations"", ""India Pakistan Relations"", ""India Kuwait Deal"", ""Pm Modi met Kuwait PM"", ""Major Gaurav Arya"", ""The Chanakya Dialogues Hindi"", ""kuwait"", ""kuwait visit"", ""mea on pm modi kuwait visit"", ""modi visit to kuwait"", ""pm modi"", ""pm modi in kuwait"", ""modi in kuwait"", ""major gaurav arya""]",Diplomat,General,Interview,13.49085325,86732.88,1054,99,1735,0,0,237,1,0,0,0,0,0,1,0,0,1,0,0
xPzzkJ5RLdI,https://www.youtube.com/watch?v=xPzzkJ5RLdI,"Support for Imran Khan from Afar, Who Will Stand on the Ground? | Major Gaurav Arya |",27-11-2024,133399,5581,560,"[""Protest in Pakistan"", ""Pro Imran Khan Protest"", ""Shoot on sight order in Pakistan"", ""Pakistan Tahreek e Insaaf"", ""Shehbaz Sharif"", ""Pakistan Army"", ""Terror in Pakistan"", ""Imran Khan Supporters"", ""Bushra Bibi"", ""Pakistan Army Chief"", ""Imran Khan in Jail"", ""Asim Muneer"", ""Lockdown in Pakistan"", ""Major Gaurav Arya"", ""The Chanakya Dialogues Hindi"", ""major gaurav arya on pakistan"", ""major gaurav arya on imran khan"", ""major gaurav arya new vidoe"", ""major gaurav arya newest video"", ""chanakya dialogues hindi"", ""tcd hindi""]",Military_Veteran,Foreign_Policy,Interview,11.80110741,16007.88,281,85,1430,0,2,263,0,1,0,0,0,1,0,0,0,1,0,0
ZRoQzM0RBZc,https://www.youtube.com/watch?v=ZRoQzM0RBZc,"PM Modi to meet Macron & Trump, strategic defense on agenda | TCD Hindi Major Gaurav Arya |",10-02-2025,628902,30503,1400,"[""PM Modi visit to France"", ""PM Modi visit to US"", ""India France Relations"", ""India US Relations"", ""France President Emanuel Macron"", ""Indian PM in France"", ""Nuclear Deal"", ""India France Rafale Deal"", ""US President"", ""Donald Trump PM Modi Meeting"", ""Middle East Conflict"", ""Safran Engine"", ""IMEC"", ""Tejas"", ""Rafale SU-57"", ""F-35"", ""Aero India 2025 Show"", ""India US Diplomacy"", ""General Motors"", ""IAF Chief"", ""West Asia Conflict"", ""Fifth Generation Fighter"", ""Haifa Port"", ""Major Gaurav Arya"", ""The Chanakya Dialogues Hindi""]",Military_Veteran,Defense_Analysis,Interview,13.35173231,75468.24,1167,91,1743,0,0,188,0,1,0,0,1,0,0,0,0,1,0,0
O9VKieg46LI,https://www.youtube.com/watch?v=O9VKieg46LI,Donald Trump warns Hamas and sets deadline for hostages' release| TCD Hindi Major Gaurav Arya |,09-01-2025,169426,8459,269,"[""Donald Trump"", ""Justin Trudeau"", ""US Canada Relation"", ""9/11"", ""Osama bin Laden"", ""Middle East News"", ""Trump warns Hamas"", ""Iran Israel War"", ""Ayatollah Khamenei"", ""Trudeau Quits"", ""US Military"", ""Immigration in Canada"", ""America Russia"", ""Greenland"", ""Saddam Hussain"", ""Americans in Iraq"", ""Elon Musk"", ""US Oil Trade"", ""India US Relation"", ""president donald trump"", ""president-elect donald trump"", ""donald trump oath"", ""us president donald trump"", ""middle east"", ""hamas attacks israel"", ""israel gaza war"", ""trump vs trudeau""]",Military_Veteran,General,Interview,12.04017743,20331.12,344,95,1627,0,3,220,0,1,0,0,0,0,1,0,0,1,0,0
i5l00gp3Wu4,https://www.youtube.com/watch?v=i5l00gp3Wu4,India starts identifying Bangladeshi infiltrators | The Chanakya Dialogues Major Gaurav Arya |,12-12-2024,1150920,80809,9800,"[""indian defence expert major gaurav arya"", ""famous defence person in india major gaurav arya"", ""famous army person in india major gaurav arya"", ""defence expert major gaurav arya"", ""top indian army expert major gaurav arya"", ""indian defence analyst major gaurav arya"", ""famous celebrity in indian army major gaur"", ""Bangladesh"", ""Vikram Misri"", ""India"", ""Muhammad Yunus"", ""Indian Army"", ""BSF"", ""Border Security Force"", ""Rohingya"", ""India Rohingya issue"", ""PM Modi"", ""Ajit Doval""]",Military_Veteran,General,Interview,13.95607305,138110.4,1026,94,1556,0,3,248,0,1,0,0,0,0,1,0,0,1,0,0
NlFG2J6ofvg,https://www.youtube.com/watch?v=NlFG2J6ofvg,Major Gaurav Arya asks to fund 6th Gen Fighter Program | The Chanakya Dialogues |,17-02-2025,262427,8860,748,"[""amca"", ""india"", ""5th gen fighter jets"", ""5th gen india"", ""us"", ""f35"", ""su57"", ""russia"", ""india 5th gen"", ""indian air force"", ""major gaurav arya"", ""the chanakya dialogues"", ""tcd hindi"", ""major arya"", ""air force"", ""china"", ""usa"", ""indian defence updates"", ""defence update"", ""rafale india"", ""indian defence news""]",Military_Veteran,Foreign_Policy,Interview,12.47773204,31491.24,420,81,1106,0,0,181,0,1,0,0,0,1,0,0,0,1,0,0
RqVCSJcjqh4,https://www.youtube.com/watch?v=RqVCSJcjqh4,"Israel-Hamas shook hands, now this country is the target | The Chanakya Dialogues Major Gaurav Arya",15-01-2025,368643,9297,1100,"[""the chanakya dialogues"", ""major gaurav arya"", ""donald trump"", ""israel hamas war"", ""israel hamas conflict"", ""gaza war"", ""middle east conflicts"", ""israel vs hamas"", ""trump on israel hamas"", ""joe biden"", ""hamas"", ""benjamin netanyahu"", ""usa"", ""israel attack gaza"", ""israel hamas ceasefire"", ""idf"", ""mossad"", ""hezbollah"", ""israel hamas ceasefire agreement"", ""hamas israel hostage release"", ""doha"", ""israel hostages"", ""jews"", ""israel forces"", ""israel hamas fight"", ""israel hamas war gaza strip"", ""gaza"", ""israel"", ""hamas attack israel"", ""israel war""]",Military_Veteran,Foreign_Policy,Interview,12.81758669,44237.16,437,99,1420,0,2,214,0,1,0,0,0,1,0,0,0,1,0,0
htInZk0S8dQ,https://www.youtube.com/watch?v=htInZk0S8dQ,Khamenei’s son Mojtaba will become Iran's new Supreme Leader | Major Gaurav Arya | Chanakya Dialogue,18-11-2024,706818,38576,1500,"[""Iran Supreme Leader"", ""Ayatollah Khamenei"", ""Mojtaba Khamenei"", ""Khamenei in Coma"", ""Hezbollah Media Chief"", ""Joe Biden"", ""Ukraine-Russia War"", ""President Putin"", ""President Zelenskyy"", ""Israeli Defence Force"", ""Iran Israel War"", ""Israel vs Lebanon"", ""Israel vs Hezbollah"", ""Israel vs Hamas"", ""Ibrahim Raisi"", ""Israel Lebanon War"", ""Tel aviv"", ""Beirut"", ""IDF"", ""Mohammed Afif"", ""Major Gaurav"", ""The Chanakya Dialogues"", ""major gaurav arya new video"", ""chanaky dialogues new video""]",Military_Veteran,General,Interview,13.4685299,84818.16,1163,100,1711,0,0,272,0,1,0,0,0,0,1,0,0,1,0,0
ocIBr9Th9M4,https://www.youtube.com/watch?v=ocIBr9Th9M4,Ukraine stuck in Russia's ecosystem | Major Gaurav Arya | The Chanakya Dialogues Hindi |,21-02-2025,260102,8387,317,"[""Donald Trump"", ""President Putin"", ""President Zelenskyy"", ""President Trump"", ""Henry Kissinger"", ""Russia Ukraine War"", ""Indian foreign Policy"", ""US Aid"", ""Trump on Zelenskyy"", ""White House"", ""US President Trump"", ""Putin"", ""Trump on India"", ""Emmanuel Macron"", ""NATO"", ""War in Ukraine"", ""Joe Biden"", ""Europe"", ""Indian Defence Manufacturer"", ""Russian Army"", ""Nuclear Superpower"", ""US Russia Relation"", ""The Chanakya Dialogues"", ""Major Gaurav Arya"", ""Rafael Fighter Jet"", ""Indian Defence"", ""Indian Weapons""]",Military_Veteran,Geopolitics,Interview,12.46883299,31212.24,428,88,1662,0,4,177,0,1,0,0,0,0,0,1,0,1,0,0
ySUtpwU-fOE,https://www.youtube.com/watch?v=ySUtpwU-fOE,Bangladesh U19 captain pumps crowd to chant 'Allahu Akbar' |The Chanakya Dialogues Major Gaurav Arya,11-12-2024,178048,9041,3400,"[""indian defence expert major gaurav arya"", ""famous defence person in india major gaurav arya"", ""famous army person in india major gaurav arya"", ""defence expert major gaurav arya"", ""top indian army expert major gaurav arya"", ""indian defence analyst major gaurav arya"", ""U19 Asia Cup"", ""U19 Asia Cup final"", ""India vs Bangladesh"", ""Mohamed Amaan"", ""Vaibhav Suryavanshi"", ""Azizul Hakim Tamim"", ""India"", ""Bangladesh"", ""Asia Cup""]",Military_Veteran,General,Interview,12.08981407,21365.76,212,100,1638,0,2,249,0,1,0,0,0,0,1,0,0,1,0,0
